number_of_youth_by_income_category,population,start_date,end_date,question,status,count
Youth with Income Information at Start and Annual Assessment/Exit,youth,2019-06-01,2019-06-30,Q27h,number_of_youth_at_exit_leavers,0
"Youth with Only Earned Income (ie.e, Employment Income)",youth,2019-07-01,2019-07-31,Q27h,number_of_youth_at_start,16
"Youth with Only Earned Income (ie.e, Employment Income)",youth,2019-07-01,2019-07-31,Q27h,number_of_youth_at_annual_assessment_stayers,0
"Youth with Only Earned Income (ie.e, Employment Income)",youth,2019-07-01,2019-07-31,Q27h,number_of_youth_at_exit_leavers,5
Youth with Only Other Income,youth,2019-07-01,2019-07-31,Q27h,number_of_youth_at_start,3
Youth with Only Other Income,youth,2019-07-01,2019-07-31,Q27h,number_of_youth_at_annual_assessment_stayers,1
Youth with Only Other Income,youth,2019-07-01,2019-07-31,Q27h,number_of_youth_at_exit_leavers,0
Youth with Both Earned and Other Income,youth,2019-07-01,2019-07-31,Q27h,number_of_youth_at_start,3
Youth with Both Earned and Other Income,youth,2019-07-01,2019-07-31,Q27h,number_of_youth_at_annual_assessment_stayers,0
Youth with Both Earned and Other Income,youth,2019-07-01,2019-07-31,Q27h,number_of_youth_at_exit_leavers,3
Youth with No Income,youth,2019-07-01,2019-07-31,Q27h,number_of_youth_at_start,46
Youth with No Income,youth,2019-07-01,2019-07-31,Q27h,number_of_youth_at_annual_assessment_stayers,0
Youth with No Income,youth,2019-07-01,2019-07-31,Q27h,number_of_youth_at_exit_leavers,21
Youth with Client Doesn't Know/Client Refused Income Information,youth,2019-07-01,2019-07-31,Q27h,number_of_youth_at_start,0
Youth with Client Doesn't Know/Client Refused Income Information,youth,2019-07-01,2019-07-31,Q27h,number_of_youth_at_annual_assessment_stayers,0
Youth with Client Doesn't Know/Client Refused Income Information,youth,2019-07-01,2019-07-31,Q27h,number_of_youth_at_exit_leavers,0
Youth with Missing Income Information,youth,2019-07-01,2019-07-31,Q27h,number_of_youth_at_start,4
Youth with Missing Income Information,youth,2019-07-01,2019-07-31,Q27h,number_of_youth_at_annual_assessment_stayers,0
Youth with Missing Income Information,youth,2019-07-01,2019-07-31,Q27h,number_of_youth_at_exit_leavers,1
Number of Youth Stayers not yet Required to Have an Annual Assessment,youth,2019-07-01,2019-07-31,Q27h,number_of_youth_at_start,0
Number of Youth Stayers not yet Required to Have an Annual Assessment,youth,2019-07-01,2019-07-31,Q27h,number_of_youth_at_annual_assessment_stayers,30
Number of Youth Stayers not yet Required to Have an Annual Assessment,youth,2019-07-01,2019-07-31,Q27h,number_of_youth_at_exit_leavers,0
Number of Youth Stayers without Required Annual Assessment,youth,2019-07-01,2019-07-31,Q27h,number_of_youth_at_start,0
Number of Youth Stayers without Required Annual Assessment,youth,2019-07-01,2019-07-31,Q27h,number_of_youth_at_annual_assessment_stayers,11
Number of Youth Stayers without Required Annual Assessment,youth,2019-07-01,2019-07-31,Q27h,number_of_youth_at_exit_leavers,0
Total Youth,youth,2019-07-01,2019-07-31,Q27h,number_of_youth_at_start,72
Total Youth,youth,2019-07-01,2019-07-31,Q27h,number_of_youth_at_annual_assessment_stayers,42
Total Youth,youth,2019-07-01,2019-07-31,Q27h,number_of_youth_at_exit_leavers,30
1 or More Source of Income,youth,2019-07-01,2019-07-31,Q27h,number_of_youth_at_start,23
1 or More Source of Income,youth,2019-07-01,2019-07-31,Q27h,number_of_youth_at_annual_assessment_stayers,1
1 or More Source of Income,youth,2019-07-01,2019-07-31,Q27h,number_of_youth_at_exit_leavers,8
Youth with Income Information at Start and Annual Assessment/Exit,youth,2019-07-01,2019-07-31,Q27h,number_of_youth_at_start,0
Youth with Income Information at Start and Annual Assessment/Exit,youth,2019-07-01,2019-07-31,Q27h,number_of_youth_at_annual_assessment_stayers,1
Youth with Income Information at Start and Annual Assessment/Exit,youth,2019-07-01,2019-07-31,Q27h,number_of_youth_at_exit_leavers,0
"Youth with Only Earned Income (ie.e, Employment Income)",youth,2019-08-01,2019-08-31,Q27h,number_of_youth_at_start,18
"Youth with Only Earned Income (ie.e, Employment Income)",youth,2019-08-01,2019-08-31,Q27h,number_of_youth_at_annual_assessment_stayers,0
"Youth with Only Earned Income (ie.e, Employment Income)",youth,2019-08-01,2019-08-31,Q27h,number_of_youth_at_exit_leavers,3
Youth with Only Other Income,youth,2019-08-01,2019-08-31,Q27h,number_of_youth_at_start,3
Youth with Only Other Income,youth,2019-08-01,2019-08-31,Q27h,number_of_youth_at_annual_assessment_stayers,0
Youth with Only Other Income,youth,2019-08-01,2019-08-31,Q27h,number_of_youth_at_exit_leavers,1
Youth with Both Earned and Other Income,youth,2019-08-01,2019-08-31,Q27h,number_of_youth_at_start,1
Youth with Both Earned and Other Income,youth,2019-08-01,2019-08-31,Q27h,number_of_youth_at_annual_assessment_stayers,0
Youth with Both Earned and Other Income,youth,2019-08-01,2019-08-31,Q27h,number_of_youth_at_exit_leavers,1
Youth with No Income,youth,2019-08-01,2019-08-31,Q27h,number_of_youth_at_start,47
Youth with No Income,youth,2019-08-01,2019-08-31,Q27h,number_of_youth_at_annual_assessment_stayers,0
Youth with No Income,youth,2019-08-01,2019-08-31,Q27h,number_of_youth_at_exit_leavers,19
Youth with Client Doesn't Know/Client Refused Income Information,youth,2019-08-01,2019-08-31,Q27h,number_of_youth_at_start,0
Youth with Client Doesn't Know/Client Refused Income Information,youth,2019-08-01,2019-08-31,Q27h,number_of_youth_at_annual_assessment_stayers,0
Youth with Client Doesn't Know/Client Refused Income Information,youth,2019-08-01,2019-08-31,Q27h,number_of_youth_at_exit_leavers,0
Youth with Missing Income Information,youth,2019-08-01,2019-08-31,Q27h,number_of_youth_at_start,2
Youth with Missing Income Information,youth,2019-08-01,2019-08-31,Q27h,number_of_youth_at_annual_assessment_stayers,0
Youth with Missing Income Information,youth,2019-08-01,2019-08-31,Q27h,number_of_youth_at_exit_leavers,0
Number of Youth Stayers not yet Required to Have an Annual Assessment,youth,2019-08-01,2019-08-31,Q27h,number_of_youth_at_start,0
Number of Youth Stayers not yet Required to Have an Annual Assessment,youth,2019-08-01,2019-08-31,Q27h,number_of_youth_at_annual_assessment_stayers,36
Number of Youth Stayers not yet Required to Have an Annual Assessment,youth,2019-08-01,2019-08-31,Q27h,number_of_youth_at_exit_leavers,0
Number of Youth Stayers without Required Annual Assessment,youth,2019-08-01,2019-08-31,Q27h,number_of_youth_at_start,0
Number of Youth Stayers without Required Annual Assessment,youth,2019-08-01,2019-08-31,Q27h,number_of_youth_at_annual_assessment_stayers,11
Number of Youth Stayers without Required Annual Assessment,youth,2019-08-01,2019-08-31,Q27h,number_of_youth_at_exit_leavers,0
Total Youth,youth,2019-08-01,2019-08-31,Q27h,number_of_youth_at_start,71
Total Youth,youth,2019-08-01,2019-08-31,Q27h,number_of_youth_at_annual_assessment_stayers,47
Total Youth,youth,2019-08-01,2019-08-31,Q27h,number_of_youth_at_exit_leavers,24
1 or More Source of Income,youth,2019-08-01,2019-08-31,Q27h,number_of_youth_at_start,23
1 or More Source of Income,youth,2019-08-01,2019-08-31,Q27h,number_of_youth_at_annual_assessment_stayers,0
1 or More Source of Income,youth,2019-08-01,2019-08-31,Q27h,number_of_youth_at_exit_leavers,5
Youth with Income Information at Start and Annual Assessment/Exit,youth,2019-08-01,2019-08-31,Q27h,number_of_youth_at_start,0
Youth with Income Information at Start and Annual Assessment/Exit,youth,2019-08-01,2019-08-31,Q27h,number_of_youth_at_annual_assessment_stayers,0
Youth with Income Information at Start and Annual Assessment/Exit,youth,2019-08-01,2019-08-31,Q27h,number_of_youth_at_exit_leavers,0
"Youth with Only Earned Income (ie.e, Employment Income)",youth,2019-09-01,2019-09-30,Q27h,number_of_youth_at_start,21
"Youth with Only Earned Income (ie.e, Employment Income)",youth,2019-09-01,2019-09-30,Q27h,number_of_youth_at_annual_assessment_stayers,0
"Youth with Only Earned Income (ie.e, Employment Income)",youth,2019-09-01,2019-09-30,Q27h,number_of_youth_at_exit_leavers,4
Youth with Only Other Income,youth,2019-09-01,2019-09-30,Q27h,number_of_youth_at_start,2
Youth with Only Other Income,youth,2019-09-01,2019-09-30,Q27h,number_of_youth_at_annual_assessment_stayers,0
Youth with Only Other Income,youth,2019-09-01,2019-09-30,Q27h,number_of_youth_at_exit_leavers,1
Youth with Both Earned and Other Income,youth,2019-09-01,2019-09-30,Q27h,number_of_youth_at_start,1
Youth with Both Earned and Other Income,youth,2019-09-01,2019-09-30,Q27h,number_of_youth_at_annual_assessment_stayers,0
Youth with Both Earned and Other Income,youth,2019-09-01,2019-09-30,Q27h,number_of_youth_at_exit_leavers,0
Youth with No Income,youth,2019-09-01,2019-09-30,Q27h,number_of_youth_at_start,51
Youth with No Income,youth,2019-09-01,2019-09-30,Q27h,number_of_youth_at_annual_assessment_stayers,0
Youth with No Income,youth,2019-09-01,2019-09-30,Q27h,number_of_youth_at_exit_leavers,22
Youth with Client Doesn't Know/Client Refused Income Information,youth,2019-09-01,2019-09-30,Q27h,number_of_youth_at_start,0
Youth with Client Doesn't Know/Client Refused Income Information,youth,2019-09-01,2019-09-30,Q27h,number_of_youth_at_annual_assessment_stayers,0
Youth with Client Doesn't Know/Client Refused Income Information,youth,2019-09-01,2019-09-30,Q27h,number_of_youth_at_exit_leavers,0
Youth with Missing Income Information,youth,2019-09-01,2019-09-30,Q27h,number_of_youth_at_start,3
Youth with Missing Income Information,youth,2019-09-01,2019-09-30,Q27h,number_of_youth_at_annual_assessment_stayers,0
Youth with Missing Income Information,youth,2019-09-01,2019-09-30,Q27h,number_of_youth_at_exit_leavers,1
Number of Youth Stayers not yet Required to Have an Annual Assessment,youth,2019-09-01,2019-09-30,Q27h,number_of_youth_at_start,0
Number of Youth Stayers not yet Required to Have an Annual Assessment,youth,2019-09-01,2019-09-30,Q27h,number_of_youth_at_annual_assessment_stayers,38
Number of Youth Stayers not yet Required to Have an Annual Assessment,youth,2019-09-01,2019-09-30,Q27h,number_of_youth_at_exit_leavers,0
Number of Youth Stayers without Required Annual Assessment,youth,2019-09-01,2019-09-30,Q27h,number_of_youth_at_start,0
Number of Youth Stayers without Required Annual Assessment,youth,2019-09-01,2019-09-30,Q27h,number_of_youth_at_annual_assessment_stayers,12
Number of Youth Stayers without Required Annual Assessment,youth,2019-09-01,2019-09-30,Q27h,number_of_youth_at_exit_leavers,0
Total Youth,youth,2019-09-01,2019-09-30,Q27h,number_of_youth_at_start,78
Total Youth,youth,2019-09-01,2019-09-30,Q27h,number_of_youth_at_annual_assessment_stayers,50
Total Youth,youth,2019-09-01,2019-09-30,Q27h,number_of_youth_at_exit_leavers,28
1 or More Source of Income,youth,2019-09-01,2019-09-30,Q27h,number_of_youth_at_start,26
1 or More Source of Income,youth,2019-09-01,2019-09-30,Q27h,number_of_youth_at_annual_assessment_stayers,0
1 or More Source of Income,youth,2019-09-01,2019-09-30,Q27h,number_of_youth_at_exit_leavers,5
Youth with Income Information at Start and Annual Assessment/Exit,youth,2019-09-01,2019-09-30,Q27h,number_of_youth_at_start,0
Youth with Income Information at Start and Annual Assessment/Exit,youth,2019-09-01,2019-09-30,Q27h,number_of_youth_at_annual_assessment_stayers,0
Youth with Income Information at Start and Annual Assessment/Exit,youth,2019-09-01,2019-09-30,Q27h,number_of_youth_at_exit_leavers,0
"Youth with Only Earned Income (ie.e, Employment Income)",youth,2019-10-01,2019-10-31,Q27h,number_of_youth_at_start,19
"Youth with Only Earned Income (ie.e, Employment Income)",youth,2019-10-01,2019-10-31,Q27h,number_of_youth_at_annual_assessment_stayers,0
"Youth with Only Earned Income (ie.e, Employment Income)",youth,2019-10-01,2019-10-31,Q27h,number_of_youth_at_exit_leavers,4
Youth with Only Other Income,youth,2019-10-01,2019-10-31,Q27h,number_of_youth_at_start,3
Youth with Only Other Income,youth,2019-10-01,2019-10-31,Q27h,number_of_youth_at_annual_assessment_stayers,0
Youth with Only Other Income,youth,2019-10-01,2019-10-31,Q27h,number_of_youth_at_exit_leavers,1
Youth with Both Earned and Other Income,youth,2019-10-01,2019-10-31,Q27h,number_of_youth_at_start,1
Youth with Both Earned and Other Income,youth,2019-10-01,2019-10-31,Q27h,number_of_youth_at_annual_assessment_stayers,0
Youth with Both Earned and Other Income,youth,2019-10-01,2019-10-31,Q27h,number_of_youth_at_exit_leavers,0
Youth with No Income,youth,2019-10-01,2019-10-31,Q27h,number_of_youth_at_start,51
Youth with No Income,youth,2019-10-01,2019-10-31,Q27h,number_of_youth_at_annual_assessment_stayers,0
Youth with No Income,youth,2019-10-01,2019-10-31,Q27h,number_of_youth_at_exit_leavers,22
Youth with Client Doesn't Know/Client Refused Income Information,youth,2019-10-01,2019-10-31,Q27h,number_of_youth_at_start,0
Youth with Client Doesn't Know/Client Refused Income Information,youth,2019-10-01,2019-10-31,Q27h,number_of_youth_at_annual_assessment_stayers,0
Youth with Client Doesn't Know/Client Refused Income Information,youth,2019-10-01,2019-10-31,Q27h,number_of_youth_at_exit_leavers,0
Youth with Missing Income Information,youth,2019-10-01,2019-10-31,Q27h,number_of_youth_at_start,2
Youth with Missing Income Information,youth,2019-10-01,2019-10-31,Q27h,number_of_youth_at_annual_assessment_stayers,0
Youth with Missing Income Information,youth,2019-10-01,2019-10-31,Q27h,number_of_youth_at_exit_leavers,0
Number of Youth Stayers not yet Required to Have an Annual Assessment,youth,2019-10-01,2019-10-31,Q27h,number_of_youth_at_start,0
Number of Youth Stayers not yet Required to Have an Annual Assessment,youth,2019-10-01,2019-10-31,Q27h,number_of_youth_at_annual_assessment_stayers,37
Number of Youth Stayers not yet Required to Have an Annual Assessment,youth,2019-10-01,2019-10-31,Q27h,number_of_youth_at_exit_leavers,0
Number of Youth Stayers without Required Annual Assessment,youth,2019-10-01,2019-10-31,Q27h,number_of_youth_at_start,0
Number of Youth Stayers without Required Annual Assessment,youth,2019-10-01,2019-10-31,Q27h,number_of_youth_at_annual_assessment_stayers,12
Number of Youth Stayers without Required Annual Assessment,youth,2019-10-01,2019-10-31,Q27h,number_of_youth_at_exit_leavers,0
Total Youth,youth,2019-10-01,2019-10-31,Q27h,number_of_youth_at_start,76
Total Youth,youth,2019-10-01,2019-10-31,Q27h,number_of_youth_at_annual_assessment_stayers,49
Total Youth,youth,2019-10-01,2019-10-31,Q27h,number_of_youth_at_exit_leavers,27
1 or More Source of Income,youth,2019-10-01,2019-10-31,Q27h,number_of_youth_at_start,26
1 or More Source of Income,youth,2019-10-01,2019-10-31,Q27h,number_of_youth_at_annual_assessment_stayers,0
1 or More Source of Income,youth,2019-10-01,2019-10-31,Q27h,number_of_youth_at_exit_leavers,5
Youth with Income Information at Start and Annual Assessment/Exit,youth,2019-10-01,2019-10-31,Q27h,number_of_youth_at_start,0
Youth with Income Information at Start and Annual Assessment/Exit,youth,2019-10-01,2019-10-31,Q27h,number_of_youth_at_annual_assessment_stayers,0
Youth with Income Information at Start and Annual Assessment/Exit,youth,2019-10-01,2019-10-31,Q27h,number_of_youth_at_exit_leavers,0
"Youth with Only Earned Income (ie.e, Employment Income)",youth,2019-11-01,2019-11-30,Q27h,number_of_youth_at_start,21
"Youth with Only Earned Income (ie.e, Employment Income)",youth,2019-11-01,2019-11-30,Q27h,number_of_youth_at_annual_assessment_stayers,0
"Youth with Only Earned Income (ie.e, Employment Income)",youth,2019-11-01,2019-11-30,Q27h,number_of_youth_at_exit_leavers,2
Youth with Only Other Income,youth,2019-11-01,2019-11-30,Q27h,number_of_youth_at_start,4
Youth with Only Other Income,youth,2019-11-01,2019-11-30,Q27h,number_of_youth_at_annual_assessment_stayers,0
Youth with Only Other Income,youth,2019-11-01,2019-11-30,Q27h,number_of_youth_at_exit_leavers,0
Youth with Both Earned and Other Income,youth,2019-11-01,2019-11-30,Q27h,number_of_youth_at_start,1
Youth with Both Earned and Other Income,youth,2019-11-01,2019-11-30,Q27h,number_of_youth_at_annual_assessment_stayers,0
Youth with Both Earned and Other Income,youth,2019-11-01,2019-11-30,Q27h,number_of_youth_at_exit_leavers,1
Youth with No Income,youth,2019-11-01,2019-11-30,Q27h,number_of_youth_at_start,47
Youth with No Income,youth,2019-11-01,2019-11-30,Q27h,number_of_youth_at_annual_assessment_stayers,0
Youth with No Income,youth,2019-11-01,2019-11-30,Q27h,number_of_youth_at_exit_leavers,18
Youth with Client Doesn't Know/Client Refused Income Information,youth,2019-11-01,2019-11-30,Q27h,number_of_youth_at_start,0
Youth with Client Doesn't Know/Client Refused Income Information,youth,2019-11-01,2019-11-30,Q27h,number_of_youth_at_annual_assessment_stayers,0
Youth with Client Doesn't Know/Client Refused Income Information,youth,2019-11-01,2019-11-30,Q27h,number_of_youth_at_exit_leavers,0
Youth with Missing Income Information,youth,2019-11-01,2019-11-30,Q27h,number_of_youth_at_start,2
Youth with Missing Income Information,youth,2019-11-01,2019-11-30,Q27h,number_of_youth_at_annual_assessment_stayers,0
