number_of_veterans_by_income_category,population,start_date,end_date,question,status,count
"Veterans with Only Earned Income (i.e., Employment Income)",veterans,2019-05-01,2019-05-31,Q25f,number_of_veterans_at_annual_assessment_stayers,1
"Veterans with Only Earned Income (i.e., Employment Income)",veterans,2019-05-01,2019-05-31,Q25f,number_of_veterans_at_exit_leavers,1
Veterans with Only Other Income,veterans,2019-05-01,2019-05-31,Q25f,number_of_veterans_at_start,15
Veterans with Only Other Income,veterans,2019-05-01,2019-05-31,Q25f,number_of_veterans_at_annual_assessment_stayers,8
Veterans with Only Other Income,veterans,2019-05-01,2019-05-31,Q25f,number_of_veterans_at_exit_leavers,2
Veterans with Both Earned and Other Income,veterans,2019-05-01,2019-05-31,Q25f,number_of_veterans_at_start,4
Veterans with Both Earned and Other Income,veterans,2019-05-01,2019-05-31,Q25f,number_of_veterans_at_annual_assessment_stayers,1
Veterans with Both Earned and Other Income,veterans,2019-05-01,2019-05-31,Q25f,number_of_veterans_at_exit_leavers,1
Veterans with No Income,veterans,2019-05-01,2019-05-31,Q25f,number_of_veterans_at_start,16
Veterans with No Income,veterans,2019-05-01,2019-05-31,Q25f,number_of_veterans_at_annual_assessment_stayers,3
Veterans with No Income,veterans,2019-05-01,2019-05-31,Q25f,number_of_veterans_at_exit_leavers,6
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2019-05-01,2019-05-31,Q25f,number_of_veterans_at_start,0
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2019-05-01,2019-05-31,Q25f,number_of_veterans_at_annual_assessment_stayers,0
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2019-05-01,2019-05-31,Q25f,number_of_veterans_at_exit_leavers,0
Veterans with Missing Income Information,veterans,2019-05-01,2019-05-31,Q25f,number_of_veterans_at_start,0
Veterans with Missing Income Information,veterans,2019-05-01,2019-05-31,Q25f,number_of_veterans_at_annual_assessment_stayers,0
Veterans with Missing Income Information,veterans,2019-05-01,2019-05-31,Q25f,number_of_veterans_at_exit_leavers,0
Number of veterans not yet required to have an annual assessment,veterans,2019-05-01,2019-05-31,Q25f,number_of_veterans_at_start,0
Number of veterans not yet required to have an annual assessment,veterans,2019-05-01,2019-05-31,Q25f,number_of_veterans_at_annual_assessment_stayers,17
Number of veterans not yet required to have an annual assessment,veterans,2019-05-01,2019-05-31,Q25f,number_of_veterans_at_exit_leavers,0
Number of veterans without required annual assessment,veterans,2019-05-01,2019-05-31,Q25f,number_of_veterans_at_start,0
Number of veterans without required annual assessment,veterans,2019-05-01,2019-05-31,Q25f,number_of_veterans_at_annual_assessment_stayers,2
Number of veterans without required annual assessment,veterans,2019-05-01,2019-05-31,Q25f,number_of_veterans_at_exit_leavers,0
Total Veterans,veterans,2019-05-01,2019-05-31,Q25f,number_of_veterans_at_start,42
Total Veterans,veterans,2019-05-01,2019-05-31,Q25f,number_of_veterans_at_annual_assessment_stayers,32
Total Veterans,veterans,2019-05-01,2019-05-31,Q25f,number_of_veterans_at_exit_leavers,10
"Veterans with Only Earned Income (i.e., Employment Income)",veterans,2019-06-01,2019-06-30,Q25f,number_of_veterans_at_start,7
"Veterans with Only Earned Income (i.e., Employment Income)",veterans,2019-06-01,2019-06-30,Q25f,number_of_veterans_at_annual_assessment_stayers,1
"Veterans with Only Earned Income (i.e., Employment Income)",veterans,2019-06-01,2019-06-30,Q25f,number_of_veterans_at_exit_leavers,4
Veterans with Only Other Income,veterans,2019-06-01,2019-06-30,Q25f,number_of_veterans_at_start,16
Veterans with Only Other Income,veterans,2019-06-01,2019-06-30,Q25f,number_of_veterans_at_annual_assessment_stayers,8
Veterans with Only Other Income,veterans,2019-06-01,2019-06-30,Q25f,number_of_veterans_at_exit_leavers,1
Veterans with Both Earned and Other Income,veterans,2019-06-01,2019-06-30,Q25f,number_of_veterans_at_start,2
Veterans with Both Earned and Other Income,veterans,2019-06-01,2019-06-30,Q25f,number_of_veterans_at_annual_assessment_stayers,1
Veterans with Both Earned and Other Income,veterans,2019-06-01,2019-06-30,Q25f,number_of_veterans_at_exit_leavers,0
Veterans with No Income,veterans,2019-06-01,2019-06-30,Q25f,number_of_veterans_at_start,14
Veterans with No Income,veterans,2019-06-01,2019-06-30,Q25f,number_of_veterans_at_annual_assessment_stayers,4
Veterans with No Income,veterans,2019-06-01,2019-06-30,Q25f,number_of_veterans_at_exit_leavers,5
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2019-06-01,2019-06-30,Q25f,number_of_veterans_at_start,0
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2019-06-01,2019-06-30,Q25f,number_of_veterans_at_annual_assessment_stayers,0
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2019-06-01,2019-06-30,Q25f,number_of_veterans_at_exit_leavers,0
Veterans with Missing Income Information,veterans,2019-06-01,2019-06-30,Q25f,number_of_veterans_at_start,0
Veterans with Missing Income Information,veterans,2019-06-01,2019-06-30,Q25f,number_of_veterans_at_annual_assessment_stayers,0
Veterans with Missing Income Information,veterans,2019-06-01,2019-06-30,Q25f,number_of_veterans_at_exit_leavers,0
Number of veterans not yet required to have an annual assessment,veterans,2019-06-01,2019-06-30,Q25f,number_of_veterans_at_start,0
Number of veterans not yet required to have an annual assessment,veterans,2019-06-01,2019-06-30,Q25f,number_of_veterans_at_annual_assessment_stayers,13
Number of veterans not yet required to have an annual assessment,veterans,2019-06-01,2019-06-30,Q25f,number_of_veterans_at_exit_leavers,0
Number of veterans without required annual assessment,veterans,2019-06-01,2019-06-30,Q25f,number_of_veterans_at_start,0
Number of veterans without required annual assessment,veterans,2019-06-01,2019-06-30,Q25f,number_of_veterans_at_annual_assessment_stayers,2
Number of veterans without required annual assessment,veterans,2019-06-01,2019-06-30,Q25f,number_of_veterans_at_exit_leavers,0
Total Veterans,veterans,2019-06-01,2019-06-30,Q25f,number_of_veterans_at_start,39
Total Veterans,veterans,2019-06-01,2019-06-30,Q25f,number_of_veterans_at_annual_assessment_stayers,29
Total Veterans,veterans,2019-06-01,2019-06-30,Q25f,number_of_veterans_at_exit_leavers,10
"Veterans with Only Earned Income (i.e., Employment Income)",veterans,2019-07-01,2019-07-31,Q25f,number_of_veterans_at_start,6
"Veterans with Only Earned Income (i.e., Employment Income)",veterans,2019-07-01,2019-07-31,Q25f,number_of_veterans_at_annual_assessment_stayers,1
"Veterans with Only Earned Income (i.e., Employment Income)",veterans,2019-07-01,2019-07-31,Q25f,number_of_veterans_at_exit_leavers,3
Veterans with Only Other Income,veterans,2019-07-01,2019-07-31,Q25f,number_of_veterans_at_start,16
Veterans with Only Other Income,veterans,2019-07-01,2019-07-31,Q25f,number_of_veterans_at_annual_assessment_stayers,8
Veterans with Only Other Income,veterans,2019-07-01,2019-07-31,Q25f,number_of_veterans_at_exit_leavers,0
Veterans with Both Earned and Other Income,veterans,2019-07-01,2019-07-31,Q25f,number_of_veterans_at_start,3
Veterans with Both Earned and Other Income,veterans,2019-07-01,2019-07-31,Q25f,number_of_veterans_at_annual_assessment_stayers,1
Veterans with Both Earned and Other Income,veterans,2019-07-01,2019-07-31,Q25f,number_of_veterans_at_exit_leavers,1
Veterans with No Income,veterans,2019-07-01,2019-07-31,Q25f,number_of_veterans_at_start,17
Veterans with No Income,veterans,2019-07-01,2019-07-31,Q25f,number_of_veterans_at_annual_assessment_stayers,4
Veterans with No Income,veterans,2019-07-01,2019-07-31,Q25f,number_of_veterans_at_exit_leavers,8
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2019-07-01,2019-07-31,Q25f,number_of_veterans_at_start,0
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2019-07-01,2019-07-31,Q25f,number_of_veterans_at_annual_assessment_stayers,0
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2019-07-01,2019-07-31,Q25f,number_of_veterans_at_exit_leavers,0
Veterans with Missing Income Information,veterans,2019-07-01,2019-07-31,Q25f,number_of_veterans_at_start,0
Veterans with Missing Income Information,veterans,2019-07-01,2019-07-31,Q25f,number_of_veterans_at_annual_assessment_stayers,0
Veterans with Missing Income Information,veterans,2019-07-01,2019-07-31,Q25f,number_of_veterans_at_exit_leavers,0
Number of veterans not yet required to have an annual assessment,veterans,2019-07-01,2019-07-31,Q25f,number_of_veterans_at_start,0
Number of veterans not yet required to have an annual assessment,veterans,2019-07-01,2019-07-31,Q25f,number_of_veterans_at_annual_assessment_stayers,12
Number of veterans not yet required to have an annual assessment,veterans,2019-07-01,2019-07-31,Q25f,number_of_veterans_at_exit_leavers,0
Number of veterans without required annual assessment,veterans,2019-07-01,2019-07-31,Q25f,number_of_veterans_at_start,0
Number of veterans without required annual assessment,veterans,2019-07-01,2019-07-31,Q25f,number_of_veterans_at_annual_assessment_stayers,4
Number of veterans without required annual assessment,veterans,2019-07-01,2019-07-31,Q25f,number_of_veterans_at_exit_leavers,0
Total Veterans,veterans,2019-07-01,2019-07-31,Q25f,number_of_veterans_at_start,42
Total Veterans,veterans,2019-07-01,2019-07-31,Q25f,number_of_veterans_at_annual_assessment_stayers,30
Total Veterans,veterans,2019-07-01,2019-07-31,Q25f,number_of_veterans_at_exit_leavers,12
"Veterans with Only Earned Income (i.e., Employment Income)",veterans,2019-08-01,2019-08-31,Q25f,number_of_veterans_at_start,3
"Veterans with Only Earned Income (i.e., Employment Income)",veterans,2019-08-01,2019-08-31,Q25f,number_of_veterans_at_annual_assessment_stayers,1
"Veterans with Only Earned Income (i.e., Employment Income)",veterans,2019-08-01,2019-08-31,Q25f,number_of_veterans_at_exit_leavers,0
Veterans with Only Other Income,veterans,2019-08-01,2019-08-31,Q25f,number_of_veterans_at_start,18
Veterans with Only Other Income,veterans,2019-08-01,2019-08-31,Q25f,number_of_veterans_at_annual_assessment_stayers,9
Veterans with Only Other Income,veterans,2019-08-01,2019-08-31,Q25f,number_of_veterans_at_exit_leavers,1
Veterans with Both Earned and Other Income,veterans,2019-08-01,2019-08-31,Q25f,number_of_veterans_at_start,2
Veterans with Both Earned and Other Income,veterans,2019-08-01,2019-08-31,Q25f,number_of_veterans_at_annual_assessment_stayers,1
Veterans with Both Earned and Other Income,veterans,2019-08-01,2019-08-31,Q25f,number_of_veterans_at_exit_leavers,1
Veterans with No Income,veterans,2019-08-01,2019-08-31,Q25f,number_of_veterans_at_start,20
Veterans with No Income,veterans,2019-08-01,2019-08-31,Q25f,number_of_veterans_at_annual_assessment_stayers,3
Veterans with No Income,veterans,2019-08-01,2019-08-31,Q25f,number_of_veterans_at_exit_leavers,11
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2019-08-01,2019-08-31,Q25f,number_of_veterans_at_start,0
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2019-08-01,2019-08-31,Q25f,number_of_veterans_at_annual_assessment_stayers,0
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2019-08-01,2019-08-31,Q25f,number_of_veterans_at_exit_leavers,0
Veterans with Missing Income Information,veterans,2019-08-01,2019-08-31,Q25f,number_of_veterans_at_start,0
Veterans with Missing Income Information,veterans,2019-08-01,2019-08-31,Q25f,number_of_veterans_at_annual_assessment_stayers,0
Veterans with Missing Income Information,veterans,2019-08-01,2019-08-31,Q25f,number_of_veterans_at_exit_leavers,0
Number of veterans not yet required to have an annual assessment,veterans,2019-08-01,2019-08-31,Q25f,number_of_veterans_at_start,0
Number of veterans not yet required to have an annual assessment,veterans,2019-08-01,2019-08-31,Q25f,number_of_veterans_at_annual_assessment_stayers,13
Number of veterans not yet required to have an annual assessment,veterans,2019-08-01,2019-08-31,Q25f,number_of_veterans_at_exit_leavers,0
Number of veterans without required annual assessment,veterans,2019-08-01,2019-08-31,Q25f,number_of_veterans_at_start,0
Number of veterans without required annual assessment,veterans,2019-08-01,2019-08-31,Q25f,number_of_veterans_at_annual_assessment_stayers,3
Number of veterans without required annual assessment,veterans,2019-08-01,2019-08-31,Q25f,number_of_veterans_at_exit_leavers,0
Total Veterans,veterans,2019-08-01,2019-08-31,Q25f,number_of_veterans_at_start,43
Total Veterans,veterans,2019-08-01,2019-08-31,Q25f,number_of_veterans_at_annual_assessment_stayers,30
Total Veterans,veterans,2019-08-01,2019-08-31,Q25f,number_of_veterans_at_exit_leavers,13
"Veterans with Only Earned Income (i.e., Employment Income)",veterans,2019-09-01,2019-09-30,Q25f,number_of_veterans_at_start,5
"Veterans with Only Earned Income (i.e., Employment Income)",veterans,2019-09-01,2019-09-30,Q25f,number_of_veterans_at_annual_assessment_stayers,1
"Veterans with Only Earned Income (i.e., Employment Income)",veterans,2019-09-01,2019-09-30,Q25f,number_of_veterans_at_exit_leavers,4
Veterans with Only Other Income,veterans,2019-09-01,2019-09-30,Q25f,number_of_veterans_at_start,20
Veterans with Only Other Income,veterans,2019-09-01,2019-09-30,Q25f,number_of_veterans_at_annual_assessment_stayers,9
Veterans with Only Other Income,veterans,2019-09-01,2019-09-30,Q25f,number_of_veterans_at_exit_leavers,3
Veterans with Both Earned and Other Income,veterans,2019-09-01,2019-09-30,Q25f,number_of_veterans_at_start,1
Veterans with Both Earned and Other Income,veterans,2019-09-01,2019-09-30,Q25f,number_of_veterans_at_annual_assessment_stayers,1
Veterans with Both Earned and Other Income,veterans,2019-09-01,2019-09-30,Q25f,number_of_veterans_at_exit_leavers,0
Veterans with No Income,veterans,2019-09-01,2019-09-30,Q25f,number_of_veterans_at_start,12
Veterans with No Income,veterans,2019-09-01,2019-09-30,Q25f,number_of_veterans_at_annual_assessment_stayers,3
Veterans with No Income,veterans,2019-09-01,2019-09-30,Q25f,number_of_veterans_at_exit_leavers,3
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2019-09-01,2019-09-30,Q25f,number_of_veterans_at_start,0
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2019-09-01,2019-09-30,Q25f,number_of_veterans_at_annual_assessment_stayers,0
Veterans with Client Doesn't Know/Client Refused Income Information,veterans,2019-09-01,2019-09-30,Q25f,number_of_veterans_at_exit_leavers,0
Veterans with Missing Income Information,veterans,2019-09-01,2019-09-30,Q25f,number_of_veterans_at_start,0
Veterans with Missing Income Information,veterans,2019-09-01,2019-09-30,Q25f,number_of_veterans_at_annual_assessment_stayers,0
Veterans with Missing Income Information,veterans,2019-09-01,2019-09-30,Q25f,number_of_veterans_at_exit_leavers,0
Number of veterans not yet required to have an annual assessment,veterans,2019-09-01,2019-09-30,Q25f,number_of_veterans_at_start,0
Number of veterans not yet required to have an annual assessment,veterans,2019-09-01,2019-09-30,Q25f,number_of_veterans_at_annual_assessment_stayers,10
Number of veterans not yet required to have an annual assessment,veterans,2019-09-01,2019-09-30,Q25f,number_of_veterans_at_exit_leavers,0
Number of veterans without required annual assessment,veterans,2019-09-01,2019-09-30,Q25f,number_of_veterans_at_start,0
Number of veterans without required annual assessment,veterans,2019-09-01,2019-09-30,Q25f,number_of_veterans_at_annual_assessment_stayers,4
Number of veterans without required annual assessment,veterans,2019-09-01,2019-09-30,Q25f,number_of_veterans_at_exit_leavers,0
