number_of_adults_by_income_category,population,start_date,end_date,question,status,count
Adults with Missing Income Information,all_persons,2019-07-01,2019-07-31,Q18,number_of_adults_at_start,9
Adults with Missing Income Information,all_persons,2019-07-01,2019-07-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2019-07-01,2019-07-31,Q18,number_of_adults_at_exit_leavers,4
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2019-07-01,2019-07-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2019-07-01,2019-07-31,Q18,number_of_adults_at_annual_assessment_stayers,341
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2019-07-01,2019-07-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2019-07-01,2019-07-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2019-07-01,2019-07-31,Q18,number_of_adults_at_annual_assessment_stayers,74
Number of Adult Stayers without Required Annual Assessment,all_persons,2019-07-01,2019-07-31,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2019-07-01,2019-07-31,Q18,number_of_adults_at_start,796
Total Adults,all_persons,2019-07-01,2019-07-31,Q18,number_of_adults_at_annual_assessment_stayers,479
Total Adults,all_persons,2019-07-01,2019-07-31,Q18,number_of_adults_at_exit_leavers,317
1 or More Source of Income,all_persons,2019-07-01,2019-07-31,Q18,number_of_adults_at_start,391
1 or More Source of Income,all_persons,2019-07-01,2019-07-31,Q18,number_of_adults_at_annual_assessment_stayers,52
1 or More Source of Income,all_persons,2019-07-01,2019-07-31,Q18,number_of_adults_at_exit_leavers,113
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2019-07-01,2019-07-31,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2019-07-01,2019-07-31,Q18,number_of_adults_at_annual_assessment_stayers,64
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2019-07-01,2019-07-31,Q18,number_of_adults_at_exit_leavers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2019-08-01,2019-08-31,Q18,number_of_adults_at_start,188
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2019-08-01,2019-08-31,Q18,number_of_adults_at_annual_assessment_stayers,8
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2019-08-01,2019-08-31,Q18,number_of_adults_at_exit_leavers,44
Adults with Only Other Income,all_persons,2019-08-01,2019-08-31,Q18,number_of_adults_at_start,159
Adults with Only Other Income,all_persons,2019-08-01,2019-08-31,Q18,number_of_adults_at_annual_assessment_stayers,38
Adults with Only Other Income,all_persons,2019-08-01,2019-08-31,Q18,number_of_adults_at_exit_leavers,36
Adults with Both Earned and Other Income,all_persons,2019-08-01,2019-08-31,Q18,number_of_adults_at_start,32
Adults with Both Earned and Other Income,all_persons,2019-08-01,2019-08-31,Q18,number_of_adults_at_annual_assessment_stayers,3
Adults with Both Earned and Other Income,all_persons,2019-08-01,2019-08-31,Q18,number_of_adults_at_exit_leavers,15
Adults with No Income,all_persons,2019-08-01,2019-08-31,Q18,number_of_adults_at_start,432
Adults with No Income,all_persons,2019-08-01,2019-08-31,Q18,number_of_adults_at_annual_assessment_stayers,14
Adults with No Income,all_persons,2019-08-01,2019-08-31,Q18,number_of_adults_at_exit_leavers,207
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2019-08-01,2019-08-31,Q18,number_of_adults_at_start,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2019-08-01,2019-08-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2019-08-01,2019-08-31,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2019-08-01,2019-08-31,Q18,number_of_adults_at_start,7
Adults with Missing Income Information,all_persons,2019-08-01,2019-08-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2019-08-01,2019-08-31,Q18,number_of_adults_at_exit_leavers,1
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2019-08-01,2019-08-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2019-08-01,2019-08-31,Q18,number_of_adults_at_annual_assessment_stayers,378
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2019-08-01,2019-08-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2019-08-01,2019-08-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2019-08-01,2019-08-31,Q18,number_of_adults_at_annual_assessment_stayers,77
Number of Adult Stayers without Required Annual Assessment,all_persons,2019-08-01,2019-08-31,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2019-08-01,2019-08-31,Q18,number_of_adults_at_start,821
Total Adults,all_persons,2019-08-01,2019-08-31,Q18,number_of_adults_at_annual_assessment_stayers,518
Total Adults,all_persons,2019-08-01,2019-08-31,Q18,number_of_adults_at_exit_leavers,303
1 or More Source of Income,all_persons,2019-08-01,2019-08-31,Q18,number_of_adults_at_start,415
1 or More Source of Income,all_persons,2019-08-01,2019-08-31,Q18,number_of_adults_at_annual_assessment_stayers,52
1 or More Source of Income,all_persons,2019-08-01,2019-08-31,Q18,number_of_adults_at_exit_leavers,110
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2019-08-01,2019-08-31,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2019-08-01,2019-08-31,Q18,number_of_adults_at_annual_assessment_stayers,63
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2019-08-01,2019-08-31,Q18,number_of_adults_at_exit_leavers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2019-09-01,2019-09-30,Q18,number_of_adults_at_start,207
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2019-09-01,2019-09-30,Q18,number_of_adults_at_annual_assessment_stayers,8
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2019-09-01,2019-09-30,Q18,number_of_adults_at_exit_leavers,55
Adults with Only Other Income,all_persons,2019-09-01,2019-09-30,Q18,number_of_adults_at_start,167
Adults with Only Other Income,all_persons,2019-09-01,2019-09-30,Q18,number_of_adults_at_annual_assessment_stayers,36
Adults with Only Other Income,all_persons,2019-09-01,2019-09-30,Q18,number_of_adults_at_exit_leavers,50
Adults with Both Earned and Other Income,all_persons,2019-09-01,2019-09-30,Q18,number_of_adults_at_start,39
Adults with Both Earned and Other Income,all_persons,2019-09-01,2019-09-30,Q18,number_of_adults_at_annual_assessment_stayers,3
Adults with Both Earned and Other Income,all_persons,2019-09-01,2019-09-30,Q18,number_of_adults_at_exit_leavers,10
Adults with No Income,all_persons,2019-09-01,2019-09-30,Q18,number_of_adults_at_start,389
Adults with No Income,all_persons,2019-09-01,2019-09-30,Q18,number_of_adults_at_annual_assessment_stayers,13
Adults with No Income,all_persons,2019-09-01,2019-09-30,Q18,number_of_adults_at_exit_leavers,165
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2019-09-01,2019-09-30,Q18,number_of_adults_at_start,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2019-09-01,2019-09-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2019-09-01,2019-09-30,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2019-09-01,2019-09-30,Q18,number_of_adults_at_start,15
Adults with Missing Income Information,all_persons,2019-09-01,2019-09-30,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2019-09-01,2019-09-30,Q18,number_of_adults_at_exit_leavers,3
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2019-09-01,2019-09-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2019-09-01,2019-09-30,Q18,number_of_adults_at_annual_assessment_stayers,387
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2019-09-01,2019-09-30,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2019-09-01,2019-09-30,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2019-09-01,2019-09-30,Q18,number_of_adults_at_annual_assessment_stayers,90
Number of Adult Stayers without Required Annual Assessment,all_persons,2019-09-01,2019-09-30,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2019-09-01,2019-09-30,Q18,number_of_adults_at_start,820
Total Adults,all_persons,2019-09-01,2019-09-30,Q18,number_of_adults_at_annual_assessment_stayers,537
Total Adults,all_persons,2019-09-01,2019-09-30,Q18,number_of_adults_at_exit_leavers,283
1 or More Source of Income,all_persons,2019-09-01,2019-09-30,Q18,number_of_adults_at_start,441
1 or More Source of Income,all_persons,2019-09-01,2019-09-30,Q18,number_of_adults_at_annual_assessment_stayers,49
1 or More Source of Income,all_persons,2019-09-01,2019-09-30,Q18,number_of_adults_at_exit_leavers,119
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2019-09-01,2019-09-30,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2019-09-01,2019-09-30,Q18,number_of_adults_at_annual_assessment_stayers,60
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2019-09-01,2019-09-30,Q18,number_of_adults_at_exit_leavers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2019-10-01,2019-10-31,Q18,number_of_adults_at_start,206
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2019-10-01,2019-10-31,Q18,number_of_adults_at_annual_assessment_stayers,9
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2019-10-01,2019-10-31,Q18,number_of_adults_at_exit_leavers,52
Adults with Only Other Income,all_persons,2019-10-01,2019-10-31,Q18,number_of_adults_at_start,168
Adults with Only Other Income,all_persons,2019-10-01,2019-10-31,Q18,number_of_adults_at_annual_assessment_stayers,40
Adults with Only Other Income,all_persons,2019-10-01,2019-10-31,Q18,number_of_adults_at_exit_leavers,46
Adults with Both Earned and Other Income,all_persons,2019-10-01,2019-10-31,Q18,number_of_adults_at_start,40
Adults with Both Earned and Other Income,all_persons,2019-10-01,2019-10-31,Q18,number_of_adults_at_annual_assessment_stayers,3
Adults with Both Earned and Other Income,all_persons,2019-10-01,2019-10-31,Q18,number_of_adults_at_exit_leavers,8
Adults with No Income,all_persons,2019-10-01,2019-10-31,Q18,number_of_adults_at_start,406
Adults with No Income,all_persons,2019-10-01,2019-10-31,Q18,number_of_adults_at_annual_assessment_stayers,12
Adults with No Income,all_persons,2019-10-01,2019-10-31,Q18,number_of_adults_at_exit_leavers,175
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2019-10-01,2019-10-31,Q18,number_of_adults_at_start,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2019-10-01,2019-10-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2019-10-01,2019-10-31,Q18,number_of_adults_at_exit_leavers,0
Adults with Missing Income Information,all_persons,2019-10-01,2019-10-31,Q18,number_of_adults_at_start,20
Adults with Missing Income Information,all_persons,2019-10-01,2019-10-31,Q18,number_of_adults_at_annual_assessment_stayers,0
Adults with Missing Income Information,all_persons,2019-10-01,2019-10-31,Q18,number_of_adults_at_exit_leavers,5
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2019-10-01,2019-10-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2019-10-01,2019-10-31,Q18,number_of_adults_at_annual_assessment_stayers,402
Number of Adult Stayers not yet Required to Have an Annual Assessment,all_persons,2019-10-01,2019-10-31,Q18,number_of_adults_at_exit_leavers,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2019-10-01,2019-10-31,Q18,number_of_adults_at_start,0
Number of Adult Stayers without Required Annual Assessment,all_persons,2019-10-01,2019-10-31,Q18,number_of_adults_at_annual_assessment_stayers,92
Number of Adult Stayers without Required Annual Assessment,all_persons,2019-10-01,2019-10-31,Q18,number_of_adults_at_exit_leavers,0
Total Adults,all_persons,2019-10-01,2019-10-31,Q18,number_of_adults_at_start,844
Total Adults,all_persons,2019-10-01,2019-10-31,Q18,number_of_adults_at_annual_assessment_stayers,558
Total Adults,all_persons,2019-10-01,2019-10-31,Q18,number_of_adults_at_exit_leavers,286
1 or More Source of Income,all_persons,2019-10-01,2019-10-31,Q18,number_of_adults_at_start,450
1 or More Source of Income,all_persons,2019-10-01,2019-10-31,Q18,number_of_adults_at_annual_assessment_stayers,54
1 or More Source of Income,all_persons,2019-10-01,2019-10-31,Q18,number_of_adults_at_exit_leavers,117
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2019-10-01,2019-10-31,Q18,number_of_adults_at_start,0
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2019-10-01,2019-10-31,Q18,number_of_adults_at_annual_assessment_stayers,64
Adults with Income Information at Start and Annual Assessment/Exit,all_persons,2019-10-01,2019-10-31,Q18,number_of_adults_at_exit_leavers,0
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2019-11-01,2019-11-30,Q18,number_of_adults_at_start,218
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2019-11-01,2019-11-30,Q18,number_of_adults_at_annual_assessment_stayers,9
"Adults with Only Earned Income (ie.e, Employment Income)",all_persons,2019-11-01,2019-11-30,Q18,number_of_adults_at_exit_leavers,48
Adults with Only Other Income,all_persons,2019-11-01,2019-11-30,Q18,number_of_adults_at_start,168
Adults with Only Other Income,all_persons,2019-11-01,2019-11-30,Q18,number_of_adults_at_annual_assessment_stayers,41
Adults with Only Other Income,all_persons,2019-11-01,2019-11-30,Q18,number_of_adults_at_exit_leavers,39
Adults with Both Earned and Other Income,all_persons,2019-11-01,2019-11-30,Q18,number_of_adults_at_start,45
Adults with Both Earned and Other Income,all_persons,2019-11-01,2019-11-30,Q18,number_of_adults_at_annual_assessment_stayers,2
Adults with Both Earned and Other Income,all_persons,2019-11-01,2019-11-30,Q18,number_of_adults_at_exit_leavers,14
Adults with No Income,all_persons,2019-11-01,2019-11-30,Q18,number_of_adults_at_start,406
Adults with No Income,all_persons,2019-11-01,2019-11-30,Q18,number_of_adults_at_annual_assessment_stayers,13
Adults with No Income,all_persons,2019-11-01,2019-11-30,Q18,number_of_adults_at_exit_leavers,159
Adults with Client Doesn't Know/Client Refused Income Information,all_persons,2019-11-01,2019-11-30,Q18,number_of_adults_at_start,1
