number_of_chronically_homeless_persons_by_income_category,population,start_date,end_date,question,status,count
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2018-11-01,2018-11-30,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2018-11-01,2018-11-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,37
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2018-11-01,2018-11-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2018-11-01,2018-11-30,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2018-11-01,2018-11-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,1
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2018-11-01,2018-11-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Total Chronically Homeless Persons,chronically_homeless,2018-11-01,2018-11-30,Q26f,number_of_chronically_homeless_persons_at_start,86
Total Chronically Homeless Persons,chronically_homeless,2018-11-01,2018-11-30,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,76
Total Chronically Homeless Persons,chronically_homeless,2018-11-01,2018-11-30,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,10
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2018-12-01,2018-12-31,Q26f,number_of_chronically_homeless_persons_at_start,9
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2018-12-01,2018-12-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,5
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2018-12-01,2018-12-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Only Other Income,chronically_homeless,2018-12-01,2018-12-31,Q26f,number_of_chronically_homeless_persons_at_start,39
Chronically Homeless Persons with Only Other Income,chronically_homeless,2018-12-01,2018-12-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,23
Chronically Homeless Persons with Only Other Income,chronically_homeless,2018-12-01,2018-12-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,6
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2018-12-01,2018-12-31,Q26f,number_of_chronically_homeless_persons_at_start,4
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2018-12-01,2018-12-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,2
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2018-12-01,2018-12-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with No Income,chronically_homeless,2018-12-01,2018-12-31,Q26f,number_of_chronically_homeless_persons_at_start,31
Chronically Homeless Persons with No Income,chronically_homeless,2018-12-01,2018-12-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,9
Chronically Homeless Persons with No Income,chronically_homeless,2018-12-01,2018-12-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,8
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2018-12-01,2018-12-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2018-12-01,2018-12-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2018-12-01,2018-12-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2018-12-01,2018-12-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2018-12-01,2018-12-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2018-12-01,2018-12-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2018-12-01,2018-12-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2018-12-01,2018-12-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,30
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2018-12-01,2018-12-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2018-12-01,2018-12-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2018-12-01,2018-12-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2018-12-01,2018-12-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Total Chronically Homeless Persons,chronically_homeless,2018-12-01,2018-12-31,Q26f,number_of_chronically_homeless_persons_at_start,83
Total Chronically Homeless Persons,chronically_homeless,2018-12-01,2018-12-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,69
Total Chronically Homeless Persons,chronically_homeless,2018-12-01,2018-12-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,14
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2019-01-01,2019-01-31,Q26f,number_of_chronically_homeless_persons_at_start,11
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2019-01-01,2019-01-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,6
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2019-01-01,2019-01-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Only Other Income,chronically_homeless,2019-01-01,2019-01-31,Q26f,number_of_chronically_homeless_persons_at_start,36
Chronically Homeless Persons with Only Other Income,chronically_homeless,2019-01-01,2019-01-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,23
Chronically Homeless Persons with Only Other Income,chronically_homeless,2019-01-01,2019-01-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,1
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2019-01-01,2019-01-31,Q26f,number_of_chronically_homeless_persons_at_start,4
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2019-01-01,2019-01-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,2
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2019-01-01,2019-01-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,1
Chronically Homeless Persons with No Income,chronically_homeless,2019-01-01,2019-01-31,Q26f,number_of_chronically_homeless_persons_at_start,35
Chronically Homeless Persons with No Income,chronically_homeless,2019-01-01,2019-01-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,8
Chronically Homeless Persons with No Income,chronically_homeless,2019-01-01,2019-01-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,6
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2019-01-01,2019-01-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2019-01-01,2019-01-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2019-01-01,2019-01-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2019-01-01,2019-01-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2019-01-01,2019-01-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
Chronically Homeless Persons with Missing Income Information,chronically_homeless,2019-01-01,2019-01-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2019-01-01,2019-01-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2019-01-01,2019-01-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,35
Number of Chronically Homeless Persons not yet required to have an annual assessment,chronically_homeless,2019-01-01,2019-01-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2019-01-01,2019-01-31,Q26f,number_of_chronically_homeless_persons_at_start,0
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2019-01-01,2019-01-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,4
Number of Chronically Homeless Persons without required annual assessment,chronically_homeless,2019-01-01,2019-01-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Total Chronically Homeless Persons,chronically_homeless,2019-01-01,2019-01-31,Q26f,number_of_chronically_homeless_persons_at_start,86
Total Chronically Homeless Persons,chronically_homeless,2019-01-01,2019-01-31,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,78
Total Chronically Homeless Persons,chronically_homeless,2019-01-01,2019-01-31,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,8
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2019-02-01,2019-02-28,Q26f,number_of_chronically_homeless_persons_at_start,12
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2019-02-01,2019-02-28,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,9
"Chronically Homeless Persons with Only Earned Income (i.e., Employment Income)",chronically_homeless,2019-02-01,2019-02-28,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,0
Chronically Homeless Persons with Only Other Income,chronically_homeless,2019-02-01,2019-02-28,Q26f,number_of_chronically_homeless_persons_at_start,40
Chronically Homeless Persons with Only Other Income,chronically_homeless,2019-02-01,2019-02-28,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,24
Chronically Homeless Persons with Only Other Income,chronically_homeless,2019-02-01,2019-02-28,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,4
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2019-02-01,2019-02-28,Q26f,number_of_chronically_homeless_persons_at_start,3
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2019-02-01,2019-02-28,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,2
Chronically Homeless Persons with Both Earned and Other Income,chronically_homeless,2019-02-01,2019-02-28,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,1
Chronically Homeless Persons with No Income,chronically_homeless,2019-02-01,2019-02-28,Q26f,number_of_chronically_homeless_persons_at_start,36
Chronically Homeless Persons with No Income,chronically_homeless,2019-02-01,2019-02-28,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,10
Chronically Homeless Persons with No Income,chronically_homeless,2019-02-01,2019-02-28,Q26f,number_of_chronically_homeless_persons_at_exit_leavers,8
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2019-02-01,2019-02-28,Q26f,number_of_chronically_homeless_persons_at_start,0
Chronically Homeless Persons with Client Doesn't Know/Client Refused Income Information,chronically_homeless,2019-02-01,2019-02-28,Q26f,number_of_chronically_homeless_persons_at_annual_assessment_stayers,0
