length_participation,total,population,start_date,end_date,question,status,count
"731 to 1,095 Days (2-3 Yrs)",6,youth,2022-01-01,2022-01-31,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",6,youth,2022-01-01,2022-01-31,Q27e,stayers,6
"1,096 to 1,460 Days (3-4 Yrs)",5,youth,2022-01-01,2022-01-31,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",5,youth,2022-01-01,2022-01-31,Q27e,stayers,5
"1,461 to 1,825 Days (5-5 Yrs)",1,youth,2022-01-01,2022-01-31,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",1,youth,2022-01-01,2022-01-31,Q27e,stayers,1
"More than 1,825 Days (>5 Yrs)",6,youth,2022-01-01,2022-01-31,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",6,youth,2022-01-01,2022-01-31,Q27e,stayers,6
Data Not Collected,0,youth,2022-01-01,2022-01-31,Q27e,leavers,0
Data Not Collected,0,youth,2022-01-01,2022-01-31,Q27e,stayers,0
30 days or less,27,youth,2022-02-01,2022-02-28,Q27e,leavers,10
30 days or less,27,youth,2022-02-01,2022-02-28,Q27e,stayers,17
31 to 60 days,2,youth,2022-02-01,2022-02-28,Q27e,leavers,0
31 to 60 days,2,youth,2022-02-01,2022-02-28,Q27e,stayers,2
61 to 90 days,13,youth,2022-02-01,2022-02-28,Q27e,leavers,1
61 to 90 days,13,youth,2022-02-01,2022-02-28,Q27e,stayers,12
91 to 180 days,18,youth,2022-02-01,2022-02-28,Q27e,leavers,1
91 to 180 days,18,youth,2022-02-01,2022-02-28,Q27e,stayers,17
181 to 365 days,10,youth,2022-02-01,2022-02-28,Q27e,leavers,0
181 to 365 days,10,youth,2022-02-01,2022-02-28,Q27e,stayers,10
366 to 730 Days (1-2 Yrs),8,youth,2022-02-01,2022-02-28,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),8,youth,2022-02-01,2022-02-28,Q27e,stayers,8
"731 to 1,095 Days (2-3 Yrs)",7,youth,2022-02-01,2022-02-28,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",7,youth,2022-02-01,2022-02-28,Q27e,stayers,7
"1,096 to 1,460 Days (3-4 Yrs)",4,youth,2022-02-01,2022-02-28,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",4,youth,2022-02-01,2022-02-28,Q27e,stayers,4
"1,461 to 1,825 Days (5-5 Yrs)",2,youth,2022-02-01,2022-02-28,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",2,youth,2022-02-01,2022-02-28,Q27e,stayers,2
"More than 1,825 Days (>5 Yrs)",6,youth,2022-02-01,2022-02-28,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",6,youth,2022-02-01,2022-02-28,Q27e,stayers,6
Data Not Collected,0,youth,2022-02-01,2022-02-28,Q27e,leavers,0
Data Not Collected,0,youth,2022-02-01,2022-02-28,Q27e,stayers,0
30 days or less,27,youth,2022-03-01,2022-03-31,Q27e,leavers,15
30 days or less,27,youth,2022-03-01,2022-03-31,Q27e,stayers,12
31 to 60 days,13,youth,2022-03-01,2022-03-31,Q27e,leavers,3
31 to 60 days,13,youth,2022-03-01,2022-03-31,Q27e,stayers,10
61 to 90 days,2,youth,2022-03-01,2022-03-31,Q27e,leavers,1
61 to 90 days,2,youth,2022-03-01,2022-03-31,Q27e,stayers,1
91 to 180 days,22,youth,2022-03-01,2022-03-31,Q27e,leavers,2
91 to 180 days,22,youth,2022-03-01,2022-03-31,Q27e,stayers,20
181 to 365 days,15,youth,2022-03-01,2022-03-31,Q27e,leavers,0
181 to 365 days,15,youth,2022-03-01,2022-03-31,Q27e,stayers,15
366 to 730 Days (1-2 Yrs),7,youth,2022-03-01,2022-03-31,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),7,youth,2022-03-01,2022-03-31,Q27e,stayers,7
"731 to 1,095 Days (2-3 Yrs)",7,youth,2022-03-01,2022-03-31,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",7,youth,2022-03-01,2022-03-31,Q27e,stayers,7
"1,096 to 1,460 Days (3-4 Yrs)",5,youth,2022-03-01,2022-03-31,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",5,youth,2022-03-01,2022-03-31,Q27e,stayers,5
"1,461 to 1,825 Days (5-5 Yrs)",5,youth,2022-03-01,2022-03-31,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",5,youth,2022-03-01,2022-03-31,Q27e,stayers,5
"More than 1,825 Days (>5 Yrs)",6,youth,2022-03-01,2022-03-31,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",6,youth,2022-03-01,2022-03-31,Q27e,stayers,6
Data Not Collected,0,youth,2022-03-01,2022-03-31,Q27e,leavers,0
Data Not Collected,0,youth,2022-03-01,2022-03-31,Q27e,stayers,0
30 days or less,22,youth,2022-04-01,2022-04-30,Q27e,leavers,10
30 days or less,22,youth,2022-04-01,2022-04-30,Q27e,stayers,12
31 to 60 days,10,youth,2022-04-01,2022-04-30,Q27e,leavers,3
31 to 60 days,10,youth,2022-04-01,2022-04-30,Q27e,stayers,7
61 to 90 days,9,youth,2022-04-01,2022-04-30,Q27e,leavers,1
61 to 90 days,9,youth,2022-04-01,2022-04-30,Q27e,stayers,8
91 to 180 days,19,youth,2022-04-01,2022-04-30,Q27e,leavers,2
91 to 180 days,19,youth,2022-04-01,2022-04-30,Q27e,stayers,17
181 to 365 days,16,youth,2022-04-01,2022-04-30,Q27e,leavers,2
181 to 365 days,16,youth,2022-04-01,2022-04-30,Q27e,stayers,14
366 to 730 Days (1-2 Yrs),8,youth,2022-04-01,2022-04-30,Q27e,leavers,1
366 to 730 Days (1-2 Yrs),8,youth,2022-04-01,2022-04-30,Q27e,stayers,7
"731 to 1,095 Days (2-3 Yrs)",6,youth,2022-04-01,2022-04-30,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",6,youth,2022-04-01,2022-04-30,Q27e,stayers,6
"1,096 to 1,460 Days (3-4 Yrs)",6,youth,2022-04-01,2022-04-30,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",6,youth,2022-04-01,2022-04-30,Q27e,stayers,6
"1,461 to 1,825 Days (5-5 Yrs)",5,youth,2022-04-01,2022-04-30,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",5,youth,2022-04-01,2022-04-30,Q27e,stayers,5
"More than 1,825 Days (>5 Yrs)",6,youth,2022-04-01,2022-04-30,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",6,youth,2022-04-01,2022-04-30,Q27e,stayers,6
Data Not Collected,0,youth,2022-04-01,2022-04-30,Q27e,leavers,0
Data Not Collected,0,youth,2022-04-01,2022-04-30,Q27e,stayers,0
30 days or less,18,youth,2022-05-01,2022-05-31,Q27e,leavers,12
30 days or less,18,youth,2022-05-01,2022-05-31,Q27e,stayers,6
31 to 60 days,13,youth,2022-05-01,2022-05-31,Q27e,leavers,3
31 to 60 days,13,youth,2022-05-01,2022-05-31,Q27e,stayers,10
61 to 90 days,6,youth,2022-05-01,2022-05-31,Q27e,leavers,0
61 to 90 days,6,youth,2022-05-01,2022-05-31,Q27e,stayers,6
91 to 180 days,17,youth,2022-05-01,2022-05-31,Q27e,leavers,1
91 to 180 days,17,youth,2022-05-01,2022-05-31,Q27e,stayers,16
181 to 365 days,23,youth,2022-05-01,2022-05-31,Q27e,leavers,1
181 to 365 days,23,youth,2022-05-01,2022-05-31,Q27e,stayers,22
366 to 730 Days (1-2 Yrs),6,youth,2022-05-01,2022-05-31,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),6,youth,2022-05-01,2022-05-31,Q27e,stayers,6
"731 to 1,095 Days (2-3 Yrs)",7,youth,2022-05-01,2022-05-31,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",7,youth,2022-05-01,2022-05-31,Q27e,stayers,7
"1,096 to 1,460 Days (3-4 Yrs)",6,youth,2022-05-01,2022-05-31,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",6,youth,2022-05-01,2022-05-31,Q27e,stayers,6
"1,461 to 1,825 Days (5-5 Yrs)",5,youth,2022-05-01,2022-05-31,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",5,youth,2022-05-01,2022-05-31,Q27e,stayers,5
"More than 1,825 Days (>5 Yrs)",6,youth,2022-05-01,2022-05-31,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",6,youth,2022-05-01,2022-05-31,Q27e,stayers,6
Data Not Collected,0,youth,2022-05-01,2022-05-31,Q27e,leavers,0
Data Not Collected,0,youth,2022-05-01,2022-05-31,Q27e,stayers,0
30 days or less,18,youth,2022-06-01,2022-06-30,Q27e,leavers,9
30 days or less,18,youth,2022-06-01,2022-06-30,Q27e,stayers,9
31 to 60 days,5,youth,2022-06-01,2022-06-30,Q27e,leavers,0
31 to 60 days,5,youth,2022-06-01,2022-06-30,Q27e,stayers,5
61 to 90 days,9,youth,2022-06-01,2022-06-30,Q27e,leavers,0
61 to 90 days,9,youth,2022-06-01,2022-06-30,Q27e,stayers,9
91 to 180 days,15,youth,2022-06-01,2022-06-30,Q27e,leavers,0
91 to 180 days,15,youth,2022-06-01,2022-06-30,Q27e,stayers,15
181 to 365 days,26,youth,2022-06-01,2022-06-30,Q27e,leavers,0
181 to 365 days,26,youth,2022-06-01,2022-06-30,Q27e,stayers,26
366 to 730 Days (1-2 Yrs),6,youth,2022-06-01,2022-06-30,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),6,youth,2022-06-01,2022-06-30,Q27e,stayers,6
"731 to 1,095 Days (2-3 Yrs)",5,youth,2022-06-01,2022-06-30,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",5,youth,2022-06-01,2022-06-30,Q27e,stayers,5
"1,096 to 1,460 Days (3-4 Yrs)",5,youth,2022-06-01,2022-06-30,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",5,youth,2022-06-01,2022-06-30,Q27e,stayers,5
"1,461 to 1,825 Days (5-5 Yrs)",6,youth,2022-06-01,2022-06-30,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",6,youth,2022-06-01,2022-06-30,Q27e,stayers,6
"More than 1,825 Days (>5 Yrs)",6,youth,2022-06-01,2022-06-30,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",6,youth,2022-06-01,2022-06-30,Q27e,stayers,6
Data Not Collected,0,youth,2022-06-01,2022-06-30,Q27e,leavers,0
Data Not Collected,0,youth,2022-06-01,2022-06-30,Q27e,stayers,0
30 days or less,20,youth,2022-07-01,2022-07-31,Q27e,leavers,14
30 days or less,20,youth,2022-07-01,2022-07-31,Q27e,stayers,6
31 to 60 days,6,youth,2022-07-01,2022-07-31,Q27e,leavers,0
31 to 60 days,6,youth,2022-07-01,2022-07-31,Q27e,stayers,6
61 to 90 days,5,youth,2022-07-01,2022-07-31,Q27e,leavers,0
61 to 90 days,5,youth,2022-07-01,2022-07-31,Q27e,stayers,5
91 to 180 days,21,youth,2022-07-01,2022-07-31,Q27e,leavers,0
91 to 180 days,21,youth,2022-07-01,2022-07-31,Q27e,stayers,21
181 to 365 days,28,youth,2022-07-01,2022-07-31,Q27e,leavers,2
181 to 365 days,28,youth,2022-07-01,2022-07-31,Q27e,stayers,26
366 to 730 Days (1-2 Yrs),6,youth,2022-07-01,2022-07-31,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),6,youth,2022-07-01,2022-07-31,Q27e,stayers,6
"731 to 1,095 Days (2-3 Yrs)",4,youth,2022-07-01,2022-07-31,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",4,youth,2022-07-01,2022-07-31,Q27e,stayers,4
"1,096 to 1,460 Days (3-4 Yrs)",6,youth,2022-07-01,2022-07-31,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",6,youth,2022-07-01,2022-07-31,Q27e,stayers,6
"1,461 to 1,825 Days (5-5 Yrs)",6,youth,2022-07-01,2022-07-31,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",6,youth,2022-07-01,2022-07-31,Q27e,stayers,6
"More than 1,825 Days (>5 Yrs)",6,youth,2022-07-01,2022-07-31,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",6,youth,2022-07-01,2022-07-31,Q27e,stayers,6
Data Not Collected,0,youth,2022-07-01,2022-07-31,Q27e,leavers,0
Data Not Collected,0,youth,2022-07-01,2022-07-31,Q27e,stayers,0
30 days or less,22,youth,2022-08-01,2022-08-31,Q27e,leavers,14
30 days or less,22,youth,2022-08-01,2022-08-31,Q27e,stayers,8
31 to 60 days,2,youth,2022-08-01,2022-08-31,Q27e,leavers,0
31 to 60 days,2,youth,2022-08-01,2022-08-31,Q27e,stayers,2
61 to 90 days,5,youth,2022-08-01,2022-08-31,Q27e,leavers,0
61 to 90 days,5,youth,2022-08-01,2022-08-31,Q27e,stayers,5
91 to 180 days,20,youth,2022-08-01,2022-08-31,Q27e,leavers,1
91 to 180 days,20,youth,2022-08-01,2022-08-31,Q27e,stayers,19
181 to 365 days,25,youth,2022-08-01,2022-08-31,Q27e,leavers,0
181 to 365 days,25,youth,2022-08-01,2022-08-31,Q27e,stayers,25
366 to 730 Days (1-2 Yrs),11,youth,2022-08-01,2022-08-31,Q27e,leavers,0
366 to 730 Days (1-2 Yrs),11,youth,2022-08-01,2022-08-31,Q27e,stayers,11
"731 to 1,095 Days (2-3 Yrs)",5,youth,2022-08-01,2022-08-31,Q27e,leavers,0
"731 to 1,095 Days (2-3 Yrs)",5,youth,2022-08-01,2022-08-31,Q27e,stayers,5
"1,096 to 1,460 Days (3-4 Yrs)",5,youth,2022-08-01,2022-08-31,Q27e,leavers,0
"1,096 to 1,460 Days (3-4 Yrs)",5,youth,2022-08-01,2022-08-31,Q27e,stayers,5
"1,461 to 1,825 Days (5-5 Yrs)",7,youth,2022-08-01,2022-08-31,Q27e,leavers,0
"1,461 to 1,825 Days (5-5 Yrs)",7,youth,2022-08-01,2022-08-31,Q27e,stayers,7
"More than 1,825 Days (>5 Yrs)",6,youth,2022-08-01,2022-08-31,Q27e,leavers,0
"More than 1,825 Days (>5 Yrs)",6,youth,2022-08-01,2022-08-31,Q27e,stayers,6
Data Not Collected,0,youth,2022-08-01,2022-08-31,Q27e,leavers,0
Data Not Collected,0,youth,2022-08-01,2022-08-31,Q27e,stayers,0
